date,headline,source,market_event,market_index,index_change_percent,trading_volume,sentiment,sector,impact_level,related_company,news_url,sentiment_raw,cleaned_text,predicted_sentiment_slm,conf_slm,predicted_sentiment_llm,conf_llm,predicted_sentiment_ens,conf_ens,predicted_sentiment_baseline,conf_baseline,text_all,predicted_sentiment_blend,conf_blend
2025-06-20,Dow Jones plunges as market fears recession,Seeking Alpha,Regulatory Changes,ASX 200,1.93,481.56,Neutral,Consumer Goods,Low,Microsoft,https://www.wsj.com/europe/dax-performance,Neutral,dow jones plunge market fear recession,Negative,0.9982719739200548,Neutral,0.91325443983078,Neutral,0.91325443983078,Negative,0.4075526620894504,[SECTOR]Consumer Goods [EVENT]Regulatory Changes [INDEX]ASX 200 || Dow Jones plunges as market fears recession,Neutral,0.3803581243962
2025-06-18,Nikkei 225 index benefits from a weaker yen,Investopedia,Central Bank Meeting,Dow Jones,3.46,413.73,Neutral,Aerospace & Defense,Low,Apple Inc.,https://www.business-standard.com/economy/trade-disputes-impact,Neutral,nikkei index benefit weak yen,Neutral,0.928561806678772,Neutral,0.8457912802696228,Neutral,0.8457912802696228,Neutral,0.3510915384357726,[SECTOR]Aerospace & Defense [EVENT]Central Bank Meeting [INDEX]Dow Jones || Nikkei 225 index benefits from a weaker yen,Neutral,0.3678321676161071
2025-02-18,No Headline,Financial Times,Central Bank Meeting,KOSPI,-4.1,139.18,Neutral,Pharmaceuticals,Medium,ExxonMobil,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,Neutral,headline,Positive,0.98231041431427,Positive,0.8201241493225098,Positive,0.8201241493225098,Negative,0.3500982620596941,[SECTOR]Pharmaceuticals [EVENT]Central Bank Meeting [INDEX]KOSPI || headline,Neutral,0.39843709969362284
2025-04-16,New housing data release shows a slowdown in market activity,The Hindu Business Line,Bond Market Fluctuation,DAX,4.63,80.71,Negative,Finance,Medium,Goldman Sachs,https://www.ft.com/content/geopolitical-summit,Negative,new housing datum release show slowdown market activity,Negative,0.9996587074128912,Neutral,0.9706887602806092,Neutral,0.9706887602806092,Positive,0.3838406893283798,[SECTOR]Finance [EVENT]Bond Market Fluctuation [INDEX]DAX || New housing data release shows a slowdown in market activity,Neutral,0.3443902545199812
2025-06-10,Quarterly report shows surprising losses for retail giants,The Hindu Business Line,Bond Market Fluctuation,Nasdaq Composite,-4.89,240.08,Positive,Telecommunications,High,Reliance Industries,https://www.moneycontrol.com/us-markets/sp-500,Positive,quarterly report show surprising loss retail giant,Negative,0.9985382276354358,Neutral,0.8082053065299988,Neutral,0.8082053065299988,Positive,0.3859754557180708,[SECTOR]Telecommunications [EVENT]Bond Market Fluctuation [INDEX]Nasdaq Composite || Quarterly report shows surprising losses for retail giants,Neutral,1.0
2025-06-23,No Headline,Wall Street Journal,Economic Data Release,Shanghai Composite,4.53,323.27,Positive,Transportation,Medium,Apple Inc.,https://economictimes.indiatimes.com/news/economy/unemployment-rate,Positive,headline,Positive,0.98231041431427,Positive,0.8201241493225098,Positive,0.8201241493225098,Negative,0.3500982620596941,[SECTOR]Transportation [EVENT]Economic Data Release [INDEX]Shanghai Composite || headline,Positive,0.42421452542399707
2025-06-27,Real Estate sector shows signs of overheating as interest rates fall,Economic Times,Bond Market Fluctuation,Euro Stoxx 50,-2.12,303.82,Neutral,Agriculture,High,Tesla,https://www.cnbc.com/2025/11/major-merger-deal-approved,Neutral,real estate sector show sign overheat interest rate fall,Negative,0.9990727926488034,Neutral,0.9642295241355896,Neutral,0.9642295241355896,Neutral,0.3423765321544685,[SECTOR]Agriculture [EVENT]Bond Market Fluctuation [INDEX]Euro Stoxx 50 || Real Estate sector shows signs of overheating as interest rates fall,Positive,0.3546247554084482
2025-05-29,Central Bank Governor signals potential shift in policy,Yahoo Finance,Central Bank Meeting,BSE Sensex,2.23,193.0,Negative,Industrials,High,Boeing,https://www.cnbc.com/2025/11/major-merger-deal-approved,Negative,central bank governor signal potential shift policy,Positive,0.9266303777694702,Neutral,0.6529574394226074,Neutral,0.6529574394226074,Negative,0.4148662157132545,[SECTOR]Industrials [EVENT]Central Bank Meeting [INDEX]BSE Sensex || Central Bank Governor signals potential shift in policy,Negative,0.37715521106393757
2025-02-23,No Headline,CNBC,Regulatory Changes,ASX 200,0.23,17.81,Negative,Technology,Medium,Microsoft,https://www.business-standard.com/international-business/trade-policy,Negative,headline,Positive,0.98231041431427,Positive,0.8201241493225098,Positive,0.8201241493225098,Negative,0.3500982620596941,[SECTOR]Technology [EVENT]Regulatory Changes [INDEX]ASX 200 || headline,Neutral,0.35068146905560016
2025-03-31,Automotive industry faces headwinds from rising material costs,The Hindu Business Line,Bond Market Fluctuation,S&P 500,4.2,334.44,Positive,Agriculture,High,Reliance Industries,https://www.business-standard.com/economy/inflation-data,Positive,automotive industry face headwind rise material cost,Negative,0.997953629354015,Neutral,0.9688184857368468,Neutral,0.9688184857368468,Positive,0.3997112001992299,[SECTOR]Agriculture [EVENT]Bond Market Fluctuation [INDEX]S&P 500 || Automotive industry faces headwinds from rising material costs,Positive,0.3695159815595509
2025-06-02,Government policy shift boosts renewable energy sector,Forbes,Market Rally,TSX,0.43,230.81,Neutral,Automotive,Medium,JP Morgan Chase,https://www.bloomberg.com/asia/policy/central-bank-meeting,Neutral,government policy shift boost renewable energy sector,Positive,0.9995563626289368,Negative,0.9387959241867064,Negative,0.9387959241867064,Negative,0.3658378278331244,[SECTOR]Automotive [EVENT]Market Rally [INDEX]TSX || Government policy shift boosts renewable energy sector,Negative,0.3814625470428125
2025-06-17,Mining company stock surges on commodity price boom,Business Standard,Cryptocurrency Regulation,Nikkei 225,-3.56,495.79,Negative,Consumer Goods,Medium,ExxonMobil,https://www.reuters.com/business/retail-sector-earnings,Negative,mining company stock surge commodity price boom,Positive,0.8297235369682312,Neutral,0.9161109328269958,Neutral,0.9161109328269958,Neutral,0.3549110157218938,[SECTOR]Consumer Goods [EVENT]Cryptocurrency Regulation [INDEX]Nikkei 225 || Mining company stock surges on commodity price boom,Positive,0.36267952097104444
2025-04-06,Record-high inflation data rattles investors,Investopedia,Commodity Price Shock,FTSE 100,4.5,40.84,Negative,Construction,Low,Tata Motors,https://www.business-standard.com/finance/corporate-earnings,Negative,record high inflation datum rattle investor,Negative,0.9982004415942356,Neutral,0.9404592514038086,Neutral,0.9404592514038086,Positive,0.3992685308804919,[SECTOR]Construction [EVENT]Commodity Price Shock [INDEX]FTSE 100 || Record-high inflation data rattles investors,Negative,0.4166173853214814
2025-02-14,Massive stock buyback program announced by a consumer goods company,Forbes,Unemployment Rate Announcement,S&P/TSX Composite,-3.6,158.36,Negative,Pharmaceuticals,Medium,Apple Inc.,https://www.business-standard.com/economy/inflation-data,Negative,massive stock buyback program announce consumer good company,Negative,0.995518347248435,Positive,0.6850826740264893,Positive,0.6850826740264893,Neutral,0.3986073563227074,[SECTOR]Pharmaceuticals [EVENT]Unemployment Rate Announcement [INDEX]S&P/TSX Composite || Massive stock buyback program announced by a consumer goods company,Neutral,0.40133886534492125
2025-06-21,Pharmaceutical company's drug approval drives stock upward,Yahoo Finance,Stock Market Crash,BSE Sensex,-3.41,427.46,Negative,Pharmaceuticals,Low,Tata Motors,https://www.marketwatch.com/story/consumer-goods-report,Negative,pharmaceutical company drug approval drive stock upward,Positive,0.986809015274048,Neutral,0.6626908183097839,Neutral,0.6626908183097839,Negative,0.3562696115580071,[SECTOR]Pharmaceuticals [EVENT]Stock Market Crash [INDEX]BSE Sensex || Pharmaceutical company's drug approval drives stock upward,Negative,0.3749632283519806
2025-06-07,Pharmaceutical company's drug approval drives stock upward,MarketWatch,Central Bank Meeting,BSE Sensex,-4.67,81.97,Positive,Construction,Medium,ExxonMobil,https://www.business-standard.com/finance/corporate-earnings,Positive,pharmaceutical company drug approval drive stock upward,Positive,0.986809015274048,Neutral,0.6626908183097839,Neutral,0.6626908183097839,Negative,0.3562696115580071,[SECTOR]Construction [EVENT]Central Bank Meeting [INDEX]BSE Sensex || Pharmaceutical company's drug approval drives stock upward,Neutral,1.0
2025-05-21,Government policy shift boosts renewable energy sector,The Economist,Corporate Earnings Report,CAC 40,2.68,409.52,Negative,Pharmaceuticals,Low,Tesla,https://www.marketwatch.com/story/commodities-price-shock,Negative,government policy shift boost renewable energy sector,Positive,0.9995563626289368,Negative,0.9387959241867064,Negative,0.9387959241867064,Negative,0.3658378278331244,[SECTOR]Pharmaceuticals [EVENT]Corporate Earnings Report [INDEX]CAC 40 || Government policy shift boosts renewable energy sector,Neutral,0.40300048206463157
2025-06-04,Healthcare stocks gain on robust demand and strong outlook,Mint,Trade Tariffs Announcement,Hang Seng,-3.47,63.38,Positive,Retail,Medium,Apple Inc.,https://www.bloomberg.com/australia/asx-200-performance,Positive,healthcare stock gain robust demand strong outlook,Positive,0.9995635151863098,Negative,0.9446352124214172,Negative,0.9446352124214172,Positive,0.344279490042307,[SECTOR]Retail [EVENT]Trade Tariffs Announcement [INDEX]Hang Seng || Healthcare stocks gain on robust demand and strong outlook,Neutral,0.3664208187257236
2025-07-31,Consumer Discretionary stocks outperform as spending increases,Forbes,Inflation Data Release,Russell 2000,-3.72,374.28,Positive,Utilities,Medium,Samsung Electronics,https://www.business-standard.com/finance/corporate-earnings,Positive,consumer discretionary stock outperform spend increase,Negative,0.8161801695823669,Neutral,0.78903728723526,Neutral,0.78903728723526,Positive,0.411393185495008,[SECTOR]Utilities [EVENT]Inflation Data Release [INDEX]Russell 2000 || Consumer Discretionary stocks outperform as spending increases,Positive,0.3846923269548048
2025-05-14,Financial services stocks rally on strong profit margins,The Motley Fool,Government Policy Announcement,BSE Sensex,-1.93,137.35,Neutral,Healthcare,Medium,ExxonMobil,https://www.ft.com/content/media-entertainment-merger,Neutral,financial service stock rally strong profit margin,Positive,0.998268723487854,Negative,0.8834443688392639,Negative,0.8834443688392639,Negative,0.4196435803106924,[SECTOR]Healthcare [EVENT]Government Policy Announcement [INDEX]BSE Sensex || Financial services stocks rally on strong profit margins,Negative,0.37900697449611503
2025-06-08,UK's FTSE 100 sees a boost from favorable trade data,The Hindu Business Line,Market Rally,FTSE 100,,306.52,Neutral,Utilities,High,Tata Motors,https://www.moneycontrol.com/us-markets/sp-500,Neutral,uk ftse see boost favorable trade datum,Positive,0.9989511966705322,Negative,0.9470400214195251,Negative,0.9470400214195251,Neutral,0.3982371308917019,[SECTOR]Utilities [EVENT]Market Rally [INDEX]FTSE 100 || UK's FTSE 100 sees a boost from favorable trade data,Negative,0.3843904474547213
2025-06-23,Government spending bill is expected to stimulate the economy,Forbes,Government Policy Announcement,S&P/TSX Composite,0.91,353.92,Negative,Aerospace & Defense,High,Reliance Industries,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,Negative,government spending bill expect stimulate economy,Positive,0.9923479557037354,Negative,0.9136728048324584,Negative,0.9136728048324584,Negative,0.3888582843064054,[SECTOR]Aerospace & Defense [EVENT]Government Policy Announcement [INDEX]S&P/TSX Composite || Government spending bill is expected to stimulate the economy,Neutral,1.0
2025-06-17,Market sentiment turns positive on vaccine trial results,Mint,Interest Rate Change,BSE Sensex,2.05,116.1,Positive,Aerospace & Defense,Low,Samsung Electronics,https://www.forbes.com/crypto/cryptocurrency-regulation,Positive,market sentiment turn positive vaccine trial result,Positive,0.9929572343826294,Negative,0.937713861465454,Negative,0.937713861465454,Positive,0.3366807257832501,[SECTOR]Aerospace & Defense [EVENT]Interest Rate Change [INDEX]BSE Sensex || Market sentiment turns positive on vaccine trial results,Positive,0.40636896373266296
2025-02-23,Dow Jones plunges as market fears recession,CNBC,Commodity Price Shock,TSX,2.08,56.24,Positive,Transportation,High,Tata Motors,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,Positive,dow jones plunge market fear recession,Negative,0.9982719739200548,Neutral,0.91325443983078,Neutral,0.91325443983078,Negative,0.4075526620894504,[SECTOR]Transportation [EVENT]Commodity Price Shock [INDEX]TSX || Dow Jones plunges as market fears recession,Negative,0.43113098578310716
2025-04-29,Record-high inflation data rattles investors,Mint,Corporate Earnings Report,KOSPI,0.14,198.32,Positive,Energy,High,Apple Inc.,https://www.marketwatch.com/story/consumer-goods-report,Positive,record high inflation datum rattle investor,Negative,0.9982004415942356,Neutral,0.9404592514038086,Neutral,0.9404592514038086,Positive,0.3992685308804919,[SECTOR]Energy [EVENT]Corporate Earnings Report [INDEX]KOSPI || Record-high inflation data rattles investors,Negative,0.3605240466791467
2025-05-31,Federal Reserve Chairman's speech causes market volatility,Bloomberg,Currency Devaluation,CAC 40,2.1,214.39,Neutral,Energy,Low,Boeing,,Neutral,federal reserve chairman speech cause market volatility,Negative,0.9968479014933108,Neutral,0.836676299571991,Neutral,0.836676299571991,Negative,0.3403748259910961,[SECTOR]Energy [EVENT]Currency Devaluation [INDEX]CAC 40 || Federal Reserve Chairman's speech causes market volatility,Neutral,0.36579174083307175
2025-02-19,Government policy shift boosts renewable energy sector,MarketWatch,Currency Devaluation,Euro Stoxx 50,-0.9,233.02,Neutral,Energy,Low,Boeing,https://www.marketwatch.com/story/commodities-price-shock,Neutral,government policy shift boost renewable energy sector,Positive,0.9995563626289368,Negative,0.9387959241867064,Negative,0.9387959241867064,Negative,0.3658378278331244,[SECTOR]Energy [EVENT]Currency Devaluation [INDEX]Euro Stoxx 50 || Government policy shift boosts renewable energy sector,Neutral,1.0
2025-07-12,Crude oil prices drop to a multi-year low,Yahoo Finance,Commodity Price Shock,Russell 2000,1.42,120.33,Neutral,Energy,High,Goldman Sachs,https://www.ft.com/content/media-entertainment-merger,Neutral,crude oil price drop multi year low,Negative,0.9995026981341651,Neutral,0.9627292156219482,Neutral,0.9627292156219482,Negative,0.4011220278833083,[SECTOR]Energy [EVENT]Commodity Price Shock [INDEX]Russell 2000 || Crude oil prices drop to a multi-year low,Negative,0.40231385345446546
2025-03-24,E-commerce earnings report beats all analyst expectations,Investopedia,Commodity Price Shock,Euro Stoxx 50,-3.19,112.77,Positive,Energy,High,JP Morgan Chase,https://economictimes.indiatimes.com/industry/industrials,Positive,e commerce earning report beat analyst expectation,Positive,0.9944164752960204,Negative,0.681343674659729,Negative,0.681343674659729,Negative,0.3849148907432382,[SECTOR]Energy [EVENT]Commodity Price Shock [INDEX]Euro Stoxx 50 || E-commerce earnings report beats all analyst expectations,Negative,0.39295088953453505
2025-03-15,Financial sector bracing for new capital requirements,Mint,Consumer Confidence Report,BSE Sensex,4.08,493.35,Neutral,Industrials,High,Boeing,https://www.reuters.com/markets/stocks/tech-rally,Neutral,financial sector brace new capital requirement,Positive,0.7918830513954163,Neutral,0.8703101277351379,Neutral,0.8703101277351379,Negative,0.3526103137651786,[SECTOR]Industrials [EVENT]Consumer Confidence Report [INDEX]BSE Sensex || Financial sector bracing for new capital requirements,Neutral,0.3746710662141302
2025-05-04,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Mint,IPO Launch,BSE Sensex,-2.29,53.68,Neutral,Pharmaceuticals,Low,Microsoft,https://www.moneycontrol.com/us-markets/dow-jones-industrial,Neutral,major technology firm acquire small rival multi billion dollar deal,Positive,0.9964330196380616,Negative,0.6925921440124512,Negative,0.6925921440124512,Positive,0.3832058828527983,[SECTOR]Pharmaceuticals [EVENT]IPO Launch [INDEX]BSE Sensex || Major technology firm acquires a smaller rival in a multi-billion dollar deal,Neutral,0.37212533874922027
2025-05-05,Bond yields tumble as investors seek safe havens,Times of India,Bond Market Fluctuation,Russell 2000,,10.3,Neutral,Consumer Goods,Low,Apple Inc.,https://www.wsj.com/europe/regulatory-changes,Neutral,bond yield tumble investor seek safe haven,Negative,0.9993801749660634,Neutral,0.9539420008659364,Neutral,0.9539420008659364,Neutral,0.4033387076443075,[SECTOR]Consumer Goods [EVENT]Bond Market Fluctuation [INDEX]Russell 2000 || Bond yields tumble as investors seek safe havens,Negative,0.4155746317215368
2025-02-20,Major oil spill sends energy stocks plummeting,Times of India,Government Policy Announcement,S&P/TSX Composite,3.55,152.03,Negative,Consumer Goods,Low,Tata Motors,https://www.ft.com/content/consumer-confidence-report,Negative,major oil spill send energy stock plummet,Negative,0.9997251989261712,Neutral,0.9581496715545654,Neutral,0.9581496715545654,Positive,0.3785512201861806,[SECTOR]Consumer Goods [EVENT]Government Policy Announcement [INDEX]S&P/TSX Composite || Major oil spill sends energy stocks plummeting,Neutral,1.0
2025-07-09,Merger talks between two banks fall through,Economic Times,Supply Chain Disruption,FTSE 100,-1.52,214.09,Negative,Materials,High,Reliance Industries,,Negative,merger talk bank fall,Negative,0.9991208228748292,Neutral,0.9586798548698424,Neutral,0.9586798548698424,Negative,0.3662806247754505,[SECTOR]Materials [EVENT]Supply Chain Disruption [INDEX]FTSE 100 || Merger talks between two banks fall through,Neutral,1.0
2025-08-14,Gold prices surge as investors flee riskier assets,The Hindu Business Line,Consumer Confidence Report,KOSPI,3.21,457.02,Negative,Automotive,Medium,Tata Motors,https://www.business-standard.com/economy/trade-disputes-impact,Negative,gold price surge investor flee risky asset,Positive,0.735849916934967,Neutral,0.7202873229980469,Neutral,0.7202873229980469,Neutral,0.3835349098006431,[SECTOR]Automotive [EVENT]Consumer Confidence Report [INDEX]KOSPI || Gold prices surge as investors flee riskier assets,Neutral,0.4544759380105743
2025-08-02,Major technology firm acquires a smaller rival in a multi-billion dollar deal,The Motley Fool,Interest Rate Change,CAC 40,0.42,72.24,Negative,Construction,Low,Reliance Industries,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,Negative,major technology firm acquire small rival multi billion dollar deal,Positive,0.9964330196380616,Negative,0.6925921440124512,Negative,0.6925921440124512,Positive,0.3832058828527983,[SECTOR]Construction [EVENT]Interest Rate Change [INDEX]CAC 40 || Major technology firm acquires a smaller rival in a multi-billion dollar deal,Neutral,0.41074826728847763
2025-04-21,Crude oil prices drop to a multi-year low,The Motley Fool,Regulatory Changes,Hang Seng,-1.1,199.99,Positive,Energy,High,Boeing,https://economictimes.indiatimes.com/news/economy/unemployment-rate,Positive,crude oil price drop multi year low,Negative,0.9995026981341651,Neutral,0.9627292156219482,Neutral,0.9627292156219482,Negative,0.4011220278833083,[SECTOR]Energy [EVENT]Regulatory Changes [INDEX]Hang Seng || Crude oil prices drop to a multi-year low,Negative,0.3948708268664147
2025-07-17,Retail sales report surpasses all forecasts,Bloomberg,Supply Chain Disruption,S&P 500,1.01,330.14,Positive,Industrials,High,Samsung Electronics,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,Positive,retail sale report surpass forecast,Positive,0.990058958530426,Negative,0.8739065527915955,Negative,0.8739065527915955,Negative,0.4354619999451083,[SECTOR]Industrials [EVENT]Supply Chain Disruption [INDEX]S&P 500 || Retail sales report surpasses all forecasts,Neutral,1.0
2025-04-14,Consumer confidence index reaches a decade high,Wall Street Journal,Corporate Earnings Report,NSE Nifty,2.63,330.12,Positive,Media & Entertainment,Medium,Goldman Sachs,https://timesofindia.indiatimes.com/business/corporate-governance,Positive,consumer confidence index reach decade high,Positive,0.9837710857391356,Negative,0.8639721274375916,Negative,0.8639721274375916,Positive,0.4665730970367701,[SECTOR]Media & Entertainment [EVENT]Corporate Earnings Report [INDEX]NSE Nifty || Consumer confidence index reaches a decade high,Positive,0.39988677435108294
2025-07-29,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Seeking Alpha,Government Policy Announcement,S&P/TSX Composite,-3.37,246.87,Neutral,Automotive,Low,Apple Inc.,https://timesofindia.indiatimes.com/business/agriculture-sector,Neutral,major technology firm acquire small rival multi billion dollar deal,Positive,0.9964330196380616,Negative,0.6925921440124512,Negative,0.6925921440124512,Positive,0.3832058828527983,[SECTOR]Automotive [EVENT]Government Policy Announcement [INDEX]S&P/TSX Composite || Major technology firm acquires a smaller rival in a multi-billion dollar deal,Neutral,0.3834815448152069
2025-06-16,New regulations on cryptocurrencies cause a market dip,The Motley Fool,Inflation Data Release,S&P 500,-4.54,58.89,Positive,Technology,High,Boeing,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,Positive,new regulation cryptocurrencie cause market dip,Negative,0.9973494664300232,Neutral,0.960466206073761,Neutral,0.960466206073761,Negative,0.4338328403705003,[SECTOR]Technology [EVENT]Inflation Data Release [INDEX]S&P 500 || New regulations on cryptocurrencies cause a market dip,Negative,0.38472154554930504
2025-06-08,Geopolitical ceasefire prompts a broad market recovery,CNBC,Interest Rate Change,NSE Nifty,-0.52,25.93,Positive,Media & Entertainment,Low,Samsung Electronics,https://www.wsj.com/europe/regulatory-changes,Positive,geopolitical ceasefire prompt broad market recovery,Positive,0.9962019324302672,Positive,0.7203060984611511,Positive,0.7203060984611511,Negative,0.3511855845607796,[SECTOR]Media & Entertainment [EVENT]Interest Rate Change [INDEX]NSE Nifty || Geopolitical ceasefire prompts a broad market recovery,Neutral,0.36749414838155414
2025-04-07,Automotive industry faces headwinds from rising material costs,Investopedia,Cryptocurrency Regulation,Shanghai Composite,-1.98,441.85,Neutral,Utilities,Medium,Reliance Industries,https://www.theeconomist.com/finance-and-economics/trade-tariffs,Neutral,automotive industry face headwind rise material cost,Negative,0.997953629354015,Neutral,0.9688184857368468,Neutral,0.9688184857368468,Positive,0.3997112001992299,[SECTOR]Utilities [EVENT]Cryptocurrency Regulation [INDEX]Shanghai Composite || Automotive industry faces headwinds from rising material costs,Neutral,0.363985953524391
2025-07-05,New housing data release shows a slowdown in market activity,Yahoo Finance,Central Bank Meeting,Dow Jones,4.27,154.9,Neutral,Retail,Low,Samsung Electronics,https://www.business-standard.com/finance/corporate-earnings,Neutral,new housing datum release show slowdown market activity,Negative,0.9996587074128912,Neutral,0.9706887602806092,Neutral,0.9706887602806092,Positive,0.3838406893283798,[SECTOR]Retail [EVENT]Central Bank Meeting [INDEX]Dow Jones || New housing data release shows a slowdown in market activity,Neutral,0.3851875043991223
2025-04-16,Market braces for a major policy announcement from the EU,Forbes,Commodity Price Shock,IBOVESPA,,122.02,Neutral,Aerospace & Defense,Low,JP Morgan Chase,https://www.marketwatch.com/story/consumer-goods-report,Neutral,market brace major policy announcement eu,Negative,0.9960182807408272,Positive,0.553841233253479,Positive,0.553841233253479,Positive,0.3763387280567816,[SECTOR]Aerospace & Defense [EVENT]Commodity Price Shock [INDEX]IBOVESPA || Market braces for a major policy announcement from the EU,Positive,0.39516348438704973
2025-06-27,New IPO for a popular software firm is oversubscribed,Wall Street Journal,Consumer Confidence Report,ASX 200,-3.72,223.4,Neutral,Media & Entertainment,Medium,Samsung Electronics,https://www.wsj.com/china/market-regulation,Neutral,new ipo popular software firm oversubscribe,Negative,0.9996847116271964,Neutral,0.9522457718849182,Neutral,0.9522457718849182,Positive,0.4460462925560823,[SECTOR]Media & Entertainment [EVENT]Consumer Confidence Report [INDEX]ASX 200 || New IPO for a popular software firm is oversubscribed,Neutral,0.4086204148983773
2025-03-12,Central Bank's dovish tone hints at future rate cuts,Reuters,Geopolitical Event,KOSPI,-0.6,23.89,Positive,Construction,Low,Tata Motors,https://economictimes.indiatimes.com/news/transportation,Positive,central bank dovish tone hint future rate cut,Negative,0.9887285120785236,Neutral,0.4338779151439667,Negative,0.9887285120785236,Positive,0.4311219214468413,[SECTOR]Construction [EVENT]Geopolitical Event [INDEX]KOSPI || Central Bank's dovish tone hints at future rate cuts,Neutral,0.36775456165400056
2025-02-14,E-commerce earnings report beats all analyst expectations,Seeking Alpha,Consumer Confidence Report,Russell 2000,,455.17,Negative,Automotive,Medium,Tata Motors,,Negative,e commerce earning report beat analyst expectation,Positive,0.9944164752960204,Negative,0.681343674659729,Negative,0.681343674659729,Negative,0.3849148907432382,[SECTOR]Automotive [EVENT]Consumer Confidence Report [INDEX]Russell 2000 || E-commerce earnings report beats all analyst expectations,Negative,0.41186721782716174
2025-08-01,Energy company's dividend hike excites shareholders,Barron's,Interest Rate Change,S&P 500,0.21,475.25,Negative,Transportation,High,Tesla,https://www.ft.com/content/tech-sector-innovation,Negative,energy company dividend hike excite shareholder,Positive,0.9966697096824646,Negative,0.5532349348068237,Negative,0.5532349348068237,Neutral,0.4634572083021253,[SECTOR]Transportation [EVENT]Interest Rate Change [INDEX]S&P 500 || Energy company's dividend hike excites shareholders,Neutral,0.3667956678099522
2025-02-12,Nikkei 225 index benefits from a weaker yen,Economic Times,Unemployment Rate Announcement,Hang Seng,-0.9,483.78,Negative,Retail,Medium,Reliance Industries,https://www.moneycontrol.com/us-markets/sp-500,Negative,nikkei index benefit weak yen,Neutral,0.928561806678772,Neutral,0.8457912802696228,Neutral,0.8457912802696228,Neutral,0.3510915384357726,[SECTOR]Retail [EVENT]Unemployment Rate Announcement [INDEX]Hang Seng || Nikkei 225 index benefits from a weaker yen,Negative,0.40661830588817627
2025-06-03,Merger talks between two banks fall through,MarketWatch,Market Rally,FTSE 100,1.87,443.38,Negative,Aerospace & Defense,Medium,Tesla,https://www.cnbc.com/2025/09/automotive-industry-trends,Negative,merger talk bank fall,Negative,0.9991208228748292,Neutral,0.9586798548698424,Neutral,0.9586798548698424,Negative,0.3662806247754505,[SECTOR]Aerospace & Defense [EVENT]Market Rally [INDEX]FTSE 100 || Merger talks between two banks fall through,Negative,0.41349835918798833
2025-03-21,A massive data breach sends a tech company's stock tumbling,Mint,IPO Launch,TSX,-2.35,450.69,Positive,Finance,High,Microsoft,https://www.business-standard.com/economy/inflation-data,Positive,massive datum breach send tech company stock tumbling,Negative,0.9995978150691373,Neutral,0.8904951810836792,Neutral,0.8904951810836792,Neutral,0.4338203852580539,[SECTOR]Finance [EVENT]IPO Launch [INDEX]TSX || A massive data breach sends a tech company's stock tumbling,Positive,0.38643660052306783
2025-02-26,Nikkei 225 index benefits from a weaker yen,Times of India,Supply Chain Disruption,Russell 2000,3.88,297.22,Neutral,Real Estate,High,ExxonMobil,https://economictimes.indiatimes.com/news/transportation,Neutral,nikkei index benefit weak yen,Neutral,0.928561806678772,Neutral,0.8457912802696228,Neutral,0.8457912802696228,Neutral,0.3510915384357726,[SECTOR]Real Estate [EVENT]Supply Chain Disruption [INDEX]Russell 2000 || Nikkei 225 index benefits from a weaker yen,Negative,0.3624670068540685
2025-04-04,Central Bank's dovish tone hints at future rate cuts,Mint,Regulatory Changes,Russell 2000,,90.98,Positive,Media & Entertainment,Low,Samsung Electronics,https://www.investopedia.com/articles/government-policy-announcement,Positive,central bank dovish tone hint future rate cut,Negative,0.9887285120785236,Neutral,0.4338779151439667,Negative,0.9887285120785236,Positive,0.4311219214468413,[SECTOR]Media & Entertainment [EVENT]Regulatory Changes [INDEX]Russell 2000 || Central Bank's dovish tone hints at future rate cuts,Neutral,0.35942083117661405
2025-03-16,Mining company stock surges on commodity price boom,CNBC,Stock Market Crash,Hang Seng,-4.1,389.41,Positive,Technology,High,ExxonMobil,https://www.cnbc.com/2025/12/healthcare-sector-outlook,Positive,mining company stock surge commodity price boom,Positive,0.8297235369682312,Neutral,0.9161109328269958,Neutral,0.9161109328269958,Neutral,0.3549110157218938,[SECTOR]Technology [EVENT]Stock Market Crash [INDEX]Hang Seng || Mining company stock surges on commodity price boom,Neutral,0.3522513657409784
2025-05-22,Federal Reserve Chairman's speech causes market volatility,Bloomberg,Economic Data Release,ASX 200,-3.01,386.98,Positive,Energy,Low,Goldman Sachs,https://www.wsj.com/europe/dax-performance,Positive,federal reserve chairman speech cause market volatility,Negative,0.9968479014933108,Neutral,0.836676299571991,Neutral,0.836676299571991,Negative,0.3403748259910961,[SECTOR]Energy [EVENT]Economic Data Release [INDEX]ASX 200 || Federal Reserve Chairman's speech causes market volatility,Positive,0.3708259821790719
