keyword,title,description,content,publish_date,source,url
stock market,Charles Schwab Investment Management Inc. Purchases 518 Shares of argenex SE $ARGX,"Charles Schwab Investment Management Inc. increased its holdings in shares of argenex SE (NASDAQ:ARGX – Free Report) by 12.3% in the 1st quarter, according to its most recent filing with the SEC. The fund owned 4,732 shares of the company’s stock after purcha…","Charles Schwab Investment Management Inc. increased its holdings in shares of argenex SE (NASDAQ:ARGX – Free Report) by 12.3% in the 1st quarter, according to its most recent filing with the SEC. The… [+4973 chars]",2025-08-31 07:16:51+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-purchases-518-shares-of-argenex-se-argx/
stock market,"Deutsche Bank AG Has $236,000 Stock Holdings in Nano-X Imaging Ltd. $NNOX","Deutsche Bank AG lowered its position in Nano-X Imaging Ltd. (NASDAQ:NNOX – Free Report) by 10.0% during the first quarter, HoldingsChannel.com reports. The firm owned 47,226 shares of the company’s stock after selling 5,273 shares during the quarter. Deutsch…","Deutsche Bank AG lowered its position in Nano-X Imaging Ltd. (NASDAQ:NNOX – Free Report) by 10.0% during the first quarter, HoldingsChannel.com reports. The firm owned 47,226 shares of the company’s … [+3760 chars]",2025-08-31 07:16:51+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-has-236000-stock-holdings-in-nano-x-imaging-ltd-nnox/
stock market,"Keros Therapeutics, Inc. $KROS Shares Sold by Deutsche Bank AG","Deutsche Bank AG lessened its holdings in Keros Therapeutics, Inc. (NASDAQ:KROS – Free Report) by 14.8% during the first quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The firm owned 22,962 shares of t…","Deutsche Bank AG lessened its holdings in Keros Therapeutics, Inc. (NASDAQ:KROS – Free Report) by 14.8% during the first quarter, according to the company in its most recent filing with the Securitie… [+4982 chars]",2025-08-31 07:16:51+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/keros-therapeutics-inc-kros-shares-sold-by-deutsche-bank-ag/
stock market,"Deutsche Bank AG Sells 8,226 Shares of The Beauty Health Company $SKIN","Deutsche Bank AG lessened its stake in shares of The Beauty Health Company (NASDAQ:SKIN – Free Report) by 4.9% in the first quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The institutional investor o…","Deutsche Bank AG lessened its stake in shares of The Beauty Health Company (NASDAQ:SKIN – Free Report) by 4.9% in the first quarter, according to the company in its most recent 13F filing with the Se… [+4806 chars]",2025-08-31 07:16:51+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-sells-8226-shares-of-the-beauty-health-company-skin/
stock market,Deutsche Bank AG Lowers Stock Position in Bar Harbor Bankshares $BHB,"Deutsche Bank AG decreased its position in shares of Bar Harbor Bankshares (NYSE:BHB – Free Report) by 18.6% in the first quarter, HoldingsChannel reports. The fund owned 7,941 shares of the company’s stock after selling 1,818 shares during the quarter. Deuts…","Deutsche Bank AG decreased its position in shares of Bar Harbor Bankshares (NYSE:BHB – Free Report) by 18.6% in the first quarter, HoldingsChannel reports. The fund owned 7,941 shares of the company’… [+3737 chars]",2025-08-31 07:16:51+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-lowers-stock-position-in-bar-harbor-bankshares-bhb/
stock market,"Microvision, Inc. $MVIS Stock Holdings Increased by Charles Schwab Investment Management Inc.","Charles Schwab Investment Management Inc. boosted its position in Microvision, Inc. (NASDAQ:MVIS – Free Report) by 1.2% in the 1st quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Commission. The fund owned 1…","Charles Schwab Investment Management Inc. boosted its position in Microvision, Inc. (NASDAQ:MVIS – Free Report) by 1.2% in the 1st quarter, according to the company in its most recent Form 13F filing… [+3812 chars]",2025-08-31 07:14:57+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/microvision-inc-mvis-stock-holdings-increased-by-charles-schwab-investment-management-inc/
stock market,"Charles Schwab Investment Management Inc. Trims Holdings in GoodRx Holdings, Inc. $GDRX","Charles Schwab Investment Management Inc. decreased its position in shares of GoodRx Holdings, Inc. (NASDAQ:GDRX – Free Report) by 3.6% during the first quarter, Holdings Channel reports. The fund owned 518,941 shares of the company’s stock after selling 19,6…","Charles Schwab Investment Management Inc. decreased its position in shares of GoodRx Holdings, Inc. (NASDAQ:GDRX – Free Report) by 3.6% during the first quarter, Holdings Channel reports. The fund ow… [+4731 chars]",2025-08-31 07:14:57+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-trims-holdings-in-goodrx-holdings-inc-gdrx/
stock market,"Charles Schwab Investment Management Inc. Raises Holdings in Build-A-Bear Workshop, Inc. $BBW","Charles Schwab Investment Management Inc. boosted its stake in shares of Build-A-Bear Workshop, Inc. (NYSE:BBW – Free Report) by 42.9% in the 1st quarter, HoldingsChannel reports. The fund owned 65,815 shares of the specialty retailer’s stock after buying an …","Charles Schwab Investment Management Inc. boosted its stake in shares of Build-A-Bear Workshop, Inc. (NYSE:BBW – Free Report) by 42.9% in the 1st quarter, HoldingsChannel reports. The fund owned 65,8… [+6339 chars]",2025-08-31 07:14:56+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-raises-holdings-in-build-a-bear-workshop-inc-bbw/
stock market,Charles Schwab Investment Management Inc. Boosts Stake in Nokia Corporation $NOK,"Charles Schwab Investment Management Inc. lifted its holdings in Nokia Corporation (NYSE:NOK – Free Report) by 18.8% during the 1st quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The instituti…","Charles Schwab Investment Management Inc. lifted its holdings in Nokia Corporation (NYSE:NOK – Free Report) by 18.8% during the 1st quarter, according to the company in its most recent Form 13F filin… [+4667 chars]",2025-08-31 07:14:56+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-boosts-stake-in-nokia-corporation-nok/
stock market,"Charles Schwab Investment Management Inc. Sells 30,208 Shares of Nextdoor Holdings, Inc. $KIND","Charles Schwab Investment Management Inc. reduced its position in Nextdoor Holdings, Inc. (NYSE:KIND – Free Report) by 1.8% in the first quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The fund owned 1,603,1…","Charles Schwab Investment Management Inc. reduced its position in Nextdoor Holdings, Inc. (NYSE:KIND – Free Report) by 1.8% in the first quarter, according to its most recent disclosure with the Secu… [+3747 chars]",2025-08-31 07:14:56+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-sells-30208-shares-of-nextdoor-holdings-inc-kind/
stock market,"Charles Schwab Investment Management Inc. Purchases 1,313 Shares of Kura Sushi USA, Inc. $KRUS","Charles Schwab Investment Management Inc. grew its position in Kura Sushi USA, Inc. (NASDAQ:KRUS – Free Report) by 2.7% in the first quarter, Holdings Channel reports. The fund owned 49,457 shares of the company’s stock after acquiring an additional 1,313 sha…","Charles Schwab Investment Management Inc. grew its position in Kura Sushi USA, Inc. (NASDAQ:KRUS – Free Report) by 2.7% in the first quarter, Holdings Channel reports. The fund owned 49,457 shares of… [+3963 chars]",2025-08-31 07:14:55+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-purchases-1313-shares-of-kura-sushi-usa-inc-krus/
stock market,"Charles Schwab Investment Management Inc. Sells 7,590 Shares of Lindblad Expeditions $LIND","Charles Schwab Investment Management Inc. lowered its position in Lindblad Expeditions (NASDAQ:LIND – Free Report) by 2.4% during the 1st quarter, Holdings Channel reports. The firm owned 304,293 shares of the company’s stock after selling 7,590 shares during…","Charles Schwab Investment Management Inc. lowered its position in Lindblad Expeditions (NASDAQ:LIND – Free Report) by 2.4% during the 1st quarter, Holdings Channel reports. The firm owned 304,293 sha… [+5469 chars]",2025-08-31 07:14:53+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-sells-7590-shares-of-lindblad-expeditions-lind/
stock market,"Charles Schwab Investment Management Inc. Buys 4,290 Shares of Clearfield, Inc. $CLFD","Charles Schwab Investment Management Inc. lifted its holdings in Clearfield, Inc. (NASDAQ:CLFD – Free Report) by 4.7% during the 1st quarter, according to its most recent filing with the Securities & Exchange Commission. The firm owned 95,825 shares of the co…","Charles Schwab Investment Management Inc. lifted its holdings in Clearfield, Inc. (NASDAQ:CLFD – Free Report) by 4.7% during the 1st quarter, according to its most recent filing with the Securities &… [+4629 chars]",2025-08-31 07:14:53+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-buys-4290-shares-of-clearfield-inc-clfd/
stock market,Charles Schwab Investment Management Inc. Reduces Position in Ribbon Communications Inc. $RBBN,"Charles Schwab Investment Management Inc. trimmed its stake in Ribbon Communications Inc. (NASDAQ:RBBN – Free Report) by 1.7% in the 1st quarter, Holdings Channel.com reports. The institutional investor owned 747,781 shares of the communications equipment pro…","Charles Schwab Investment Management Inc. trimmed its stake in Ribbon Communications Inc. (NASDAQ:RBBN – Free Report) by 1.7% in the 1st quarter, Holdings Channel.com reports. The institutional inves… [+4757 chars]",2025-08-31 07:14:53+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-reduces-position-in-ribbon-communications-inc-rbbn/
stock market,Charles Schwab Investment Management Inc. Grows Stock Holdings in Regional Management Corp. $RM,"Charles Schwab Investment Management Inc. boosted its holdings in shares of Regional Management Corp. (NYSE:RM – Free Report) by 69.2% during the first quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. …","Charles Schwab Investment Management Inc. boosted its holdings in shares of Regional Management Corp. (NYSE:RM – Free Report) by 69.2% during the first quarter, according to the company in its most r… [+5755 chars]",2025-08-31 07:14:53+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-grows-stock-holdings-in-regional-management-corp-rm/
stock market,Charles Schwab Investment Management Inc. Decreases Stock Holdings in Savara Inc. $SVRA,"Charles Schwab Investment Management Inc. decreased its holdings in Savara Inc. (NASDAQ:SVRA – Free Report) by 0.9% in the first quarter, according to the company in its most recent 13F filing with the SEC. The fund owned 954,830 shares of the company’s stock…","Charles Schwab Investment Management Inc. decreased its holdings in Savara Inc. (NASDAQ:SVRA – Free Report) by 0.9% in the first quarter, according to the company in its most recent 13F filing with t… [+5236 chars]",2025-08-31 07:14:53+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-decreases-stock-holdings-in-savara-inc-svra/
stock market,"Charles Schwab Investment Management Inc. Trims Holdings in NerdWallet, Inc. $NRDS","Charles Schwab Investment Management Inc. decreased its holdings in NerdWallet, Inc. (NASDAQ:NRDS – Free Report) by 1.2% in the 1st quarter, Holdings Channel reports. The firm owned 295,240 shares of the company’s stock after selling 3,724 shares during the p…","Charles Schwab Investment Management Inc. decreased its holdings in NerdWallet, Inc. (NASDAQ:NRDS – Free Report) by 1.2% in the 1st quarter, Holdings Channel reports. The firm owned 295,240 shares of… [+4476 chars]",2025-08-31 07:14:52+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-trims-holdings-in-nerdwallet-inc-nrds/
stock market,Charles Schwab Investment Management Inc. Has $2.72 Million Holdings in Vanguard Information Technology ETF $VGT,"Charles Schwab Investment Management Inc. decreased its stake in Vanguard Information Technology ETF (NYSEARCA:VGT – Free Report) by 10.4% in the 1st quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The insti…","Charles Schwab Investment Management Inc. decreased its stake in Vanguard Information Technology ETF (NYSEARCA:VGT – Free Report) by 10.4% in the 1st quarter, according to its most recent 13F filing … [+2527 chars]",2025-08-31 07:14:52+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-has-2-72-million-holdings-in-vanguard-information-technology-etf-vgt/
stock market,"Charles Schwab Investment Management Inc. Sells 111,169 Shares of Chatham Lodging Trust (REIT) $CLDT","Charles Schwab Investment Management Inc. trimmed its holdings in shares of Chatham Lodging Trust (REIT) (NYSE:CLDT – Free Report) by 22.1% during the 1st quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Comm…","Charles Schwab Investment Management Inc. trimmed its holdings in shares of Chatham Lodging Trust (REIT) (NYSE:CLDT – Free Report) by 22.1% during the 1st quarter, according to the company in its mos… [+4816 chars]",2025-08-31 07:14:52+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-sells-111169-shares-of-chatham-lodging-trust-reit-cldt/
stock market,"Charles Schwab Investment Management Inc. Has $2.62 Million Stock Holdings in Granite Ridge Resources, Inc. $GRNT","Charles Schwab Investment Management Inc. cut its position in shares of Granite Ridge Resources, Inc. (NYSE:GRNT – Free Report) by 2.5% during the first quarter, Holdings Channel reports. The institutional investor owned 431,650 shares of the company’s stock …","Charles Schwab Investment Management Inc. cut its position in shares of Granite Ridge Resources, Inc. (NYSE:GRNT – Free Report) by 2.5% during the first quarter, Holdings Channel reports. The institu… [+5353 chars]",2025-08-31 07:14:49+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/charles-schwab-investment-management-inc-has-2-62-million-stock-holdings-in-granite-ridge-resources-inc-grnt/
stock market,Bumble Inc. $BMBL Shares Sold by Charles Schwab Investment Management Inc.,"Charles Schwab Investment Management Inc. reduced its stake in Bumble Inc. (NASDAQ:BMBL – Free Report) by 13.8% in the first quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The firm owned 669,098 sh…","Charles Schwab Investment Management Inc. reduced its stake in Bumble Inc. (NASDAQ:BMBL – Free Report) by 13.8% in the first quarter, according to the company in its most recent 13F filing with the S… [+6218 chars]",2025-08-31 07:14:48+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/bumble-inc-bmbl-shares-sold-by-charles-schwab-investment-management-inc/
stock market,iShares MSCI South Korea ETF $EWY Shares Bought by Deutsche Bank AG,"Deutsche Bank AG raised its holdings in shares of iShares MSCI South Korea ETF (NYSEARCA:EWY – Free Report) by 226.2% in the 1st quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The institutional investor owned 3,5…","Deutsche Bank AG raised its holdings in shares of iShares MSCI South Korea ETF (NYSEARCA:EWY – Free Report) by 226.2% in the 1st quarter, according to its most recent 13F filing with the Securities a… [+2940 chars]",2025-08-31 07:12:49+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/ishares-msci-south-korea-etf-ewy-shares-bought-by-deutsche-bank-ag/
stock market,"78,103 Shares in Digital Turbine, Inc. $APPS Bought by Deutsche Bank AG","Deutsche Bank AG bought a new position in shares of Digital Turbine, Inc. (NASDAQ:APPS – Free Report) during the 1st quarter, according to the company in its most recent Form 13F filing with the SEC. The firm bought 78,103 shares of the software maker’s stock…","Deutsche Bank AG bought a new position in shares of Digital Turbine, Inc. (NASDAQ:APPS – Free Report) during the 1st quarter, according to the company in its most recent Form 13F filing with the SEC.… [+4342 chars]",2025-08-31 07:12:49+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/78103-shares-in-digital-turbine-inc-apps-bought-by-deutsche-bank-ag/
stock market,"Midland States Bancorp, Inc. $MSBI Shares Sold by Deutsche Bank AG","Deutsche Bank AG lessened its holdings in shares of Midland States Bancorp, Inc. (NASDAQ:MSBI – Free Report) by 16.7% in the first quarter, according to the company in its most recent filing with the SEC. The institutional investor owned 11,721 shares of the …","Deutsche Bank AG lessened its holdings in shares of Midland States Bancorp, Inc. (NASDAQ:MSBI – Free Report) by 16.7% in the first quarter, according to the company in its most recent filing with the… [+5092 chars]",2025-08-31 07:12:49+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/midland-states-bancorp-inc-msbi-shares-sold-by-deutsche-bank-ag/
stock market,"Deutsche Bank AG Has $220,000 Stock Holdings in Stitch Fix, Inc. $SFIX","Deutsche Bank AG decreased its holdings in Stitch Fix, Inc. (NASDAQ:SFIX – Free Report) by 12.2% in the 1st quarter, Holdings Channel.com reports. The firm owned 67,735 shares of the company’s stock after selling 9,412 shares during the period. Deutsche Bank …","Deutsche Bank AG decreased its holdings in Stitch Fix, Inc. (NASDAQ:SFIX – Free Report) by 12.2% in the 1st quarter, Holdings Channel.com reports. The firm owned 67,735 shares of the company’s stock … [+5058 chars]",2025-08-31 07:12:49+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-has-220000-stock-holdings-in-stitch-fix-inc-sfix/
stock market,"Deutsche Bank AG Has $182,000 Stock Holdings in Advantage Solutions Inc. $ADV","Deutsche Bank AG increased its position in Advantage Solutions Inc. (NASDAQ:ADV – Free Report) by 8.5% in the 1st quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm owned 120,461 shares …","Deutsche Bank AG increased its position in Advantage Solutions Inc. (NASDAQ:ADV – Free Report) by 8.5% in the 1st quarter, according to the company in its most recent 13F filing with the Securities a… [+4200 chars]",2025-08-31 07:12:49+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-has-182000-stock-holdings-in-advantage-solutions-inc-adv/
stock market,"Deutsche Bank AG Lowers Stock Holdings in Taysha Gene Therapies, Inc. $TSHA","Deutsche Bank AG lowered its holdings in Taysha Gene Therapies, Inc. (NASDAQ:TSHA – Free Report) by 11.0% in the first quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Commission. The firm owned 134,418 share…","Deutsche Bank AG lowered its holdings in Taysha Gene Therapies, Inc. (NASDAQ:TSHA – Free Report) by 11.0% in the first quarter, according to the company in its most recent Form 13F filing with the Se… [+5140 chars]",2025-08-31 07:12:49+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-lowers-stock-holdings-in-taysha-gene-therapies-inc-tsha/
stock market,"Deutsche Bank AG Acquires 3,074 Shares of Graham Corporation $GHM","Deutsche Bank AG grew its holdings in Graham Corporation (NYSE:GHM – Free Report) by 84.3% during the 1st quarter, HoldingsChannel.com reports. The firm owned 6,719 shares of the industrial products company’s stock after buying an additional 3,074 shares duri…","Deutsche Bank AG grew its holdings in Graham Corporation (NYSE:GHM – Free Report) by 84.3% during the 1st quarter, HoldingsChannel.com reports. The firm owned 6,719 shares of the industrial products … [+4518 chars]",2025-08-31 07:12:49+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-acquires-3074-shares-of-graham-corporation-ghm/
stock market,Deutsche Bank AG Lowers Holdings in Berry Corporation $BRY,"Deutsche Bank AG trimmed its position in shares of Berry Corporation (NASDAQ:BRY – Free Report) by 16.8% in the first quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The fund owned 63,050 shares of th…","Deutsche Bank AG trimmed its position in shares of Berry Corporation (NASDAQ:BRY – Free Report) by 16.8% in the first quarter, according to the company in its most recent 13F filing with the Securiti… [+4581 chars]",2025-08-31 07:12:48+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-lowers-holdings-in-berry-corporation-bry/
stock market,Deutsche Bank AG Reduces Holdings in Citizens & Northern Corp $CZNC,"Deutsche Bank AG lessened its holdings in Citizens & Northern Corp (NASDAQ:CZNC – Free Report) by 26.2% during the first quarter, Holdings Channel.com reports. The firm owned 10,747 shares of the financial services provider’s stock after selling 3,819 shares …","Deutsche Bank AG lessened its holdings in Citizens &amp; Northern Corp (NASDAQ:CZNC – Free Report) by 26.2% during the first quarter, Holdings Channel.com reports. The firm owned 10,747 shares of the… [+3956 chars]",2025-08-31 07:12:48+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-reduces-holdings-in-citizens-northern-corp-cznc/
stock market,"Deutsche Bank AG Sells 3,588 Shares of National Research Corporation $NRC","Deutsche Bank AG decreased its holdings in National Research Corporation (NASDAQ:NRC – Free Report) by 19.5% in the first quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The firm owned 14,843 shares o…","Deutsche Bank AG decreased its holdings in National Research Corporation (NASDAQ:NRC – Free Report) by 19.5% in the first quarter, according to the company in its most recent disclosure with the Secu… [+4023 chars]",2025-08-31 07:12:48+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-sells-3588-shares-of-national-research-corporation-nrc/
stock market,"Deutsche Bank AG Trims Position in First Bancorp, Inc (ME) $FNLC","Deutsche Bank AG decreased its position in shares of First Bancorp, Inc (ME) (NASDAQ:FNLC – Free Report) by 23.3% during the first quarter, according to the company in its most recent filing with the SEC. The institutional investor owned 8,099 shares of the b…","Deutsche Bank AG decreased its position in shares of First Bancorp, Inc (ME) (NASDAQ:FNLC – Free Report) by 23.3% during the first quarter, according to the company in its most recent filing with the… [+4345 chars]",2025-08-31 07:12:48+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-trims-position-in-first-bancorp-inc-me-fnlc/
stock market,"Deutsche Bank AG Buys 25,824 Shares of Heron Therapeutics, Inc. $HRTX","Deutsche Bank AG grew its holdings in Heron Therapeutics, Inc. (NASDAQ:HRTX – Free Report) by 43.2% in the 1st quarter, according to the company in its most recent Form 13F filing with the SEC. The institutional investor owned 85,610 shares of the biotechnolo…","Deutsche Bank AG grew its holdings in Heron Therapeutics, Inc. (NASDAQ:HRTX – Free Report) by 43.2% in the 1st quarter, according to the company in its most recent Form 13F filing with the SEC. The i… [+5487 chars]",2025-08-31 07:12:48+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-buys-25824-shares-of-heron-therapeutics-inc-hrtx/
stock market,Cerus Corporation $CERS Shares Sold by Deutsche Bank AG,"Deutsche Bank AG reduced its holdings in shares of Cerus Corporation (NASDAQ:CERS – Free Report) by 12.9% during the 1st quarter, HoldingsChannel reports. The firm owned 140,569 shares of the biotechnology company’s stock after selling 20,812 shares during th…","Deutsche Bank AG reduced its holdings in shares of Cerus Corporation (NASDAQ:CERS – Free Report) by 12.9% during the 1st quarter, HoldingsChannel reports. The firm owned 140,569 shares of the biotech… [+2907 chars]",2025-08-31 07:12:48+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/cerus-corporation-cers-shares-sold-by-deutsche-bank-ag/
stock market,Lincoln Educational Services Corporation $LINC Shares Acquired by Deutsche Bank AG,"Deutsche Bank AG increased its stake in shares of Lincoln Educational Services Corporation (NASDAQ:LINC – Free Report) by 65.3% in the 1st quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The fund owned 12…","Deutsche Bank AG increased its stake in shares of Lincoln Educational Services Corporation (NASDAQ:LINC – Free Report) by 65.3% in the 1st quarter, according to the company in its most recent filing … [+6264 chars]",2025-08-31 07:12:47+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/lincoln-educational-services-corporation-linc-shares-acquired-by-deutsche-bank-ag/
stock market,"Deutsche Bank AG Sells 31,498 Shares of Ur Energy Inc $URG","Deutsche Bank AG lessened its holdings in shares of Ur Energy Inc (NYSEAMERICAN:URG – Free Report) (TSE:URE) by 10.3% in the first quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The institutional inv…","Deutsche Bank AG lessened its holdings in shares of Ur Energy Inc (NYSEAMERICAN:URG – Free Report) (TSE:URE) by 10.3% in the first quarter, according to the company in its most recent disclosure with… [+4462 chars]",2025-08-31 07:12:47+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-sells-31498-shares-of-ur-energy-inc-urg/
stock market,"Deutsche Bank AG Has $223,000 Stake in Oil-Dri Corporation Of America $ODC","Deutsche Bank AG raised its holdings in shares of Oil-Dri Corporation Of America (NYSE:ODC – Free Report) by 216.8% during the 1st quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The instituti…","Deutsche Bank AG raised its holdings in shares of Oil-Dri Corporation Of America (NYSE:ODC – Free Report) by 216.8% during the 1st quarter, according to the company in its most recent 13F filing with… [+5670 chars]",2025-08-31 07:12:47+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-has-223000-stake-in-oil-dri-corporation-of-america-odc/
stock market,"Deutsche Bank AG Sells 9,114 Shares of Evolution Petroleum Corporation $EPM","Deutsche Bank AG decreased its stake in shares of Evolution Petroleum Corporation (NYSE:EPM – Free Report) by 17.5% in the 1st quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The firm owned 42,978 shares …","Deutsche Bank AG decreased its stake in shares of Evolution Petroleum Corporation (NYSE:EPM – Free Report) by 17.5% in the 1st quarter, according to the company in its most recent filing with the Sec… [+4053 chars]",2025-08-31 07:12:47+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/deutsche-bank-ag-sells-9114-shares-of-evolution-petroleum-corporation-epm/
stock market,"Heritage Insurance Holdings, Inc. $HRTG Shares Sold by Deutsche Bank AG","Deutsche Bank AG decreased its stake in Heritage Insurance Holdings, Inc. (NYSE:HRTG – Free Report) by 12.7% during the 1st quarter, HoldingsChannel reports. The firm owned 14,612 shares of the insurance provider’s stock after selling 2,132 shares during the …","Deutsche Bank AG decreased its stake in Heritage Insurance Holdings, Inc. (NYSE:HRTG – Free Report) by 12.7% during the 1st quarter, HoldingsChannel reports. The firm owned 14,612 shares of the insur… [+4798 chars]",2025-08-31 07:12:47+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/heritage-insurance-holdings-inc-hrtg-shares-sold-by-deutsche-bank-ag/
stock market,"Amazon.com, Inc. $AMZN Shares Purchased by FSB Premier Wealth Management Inc.","FSB Premier Wealth Management Inc. increased its stake in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 16.8% in the 1st quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The fund owned 7,494 shares of the e-…","FSB Premier Wealth Management Inc. increased its stake in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 16.8% in the 1st quarter, according to the company in its most recent filing with the Securities … [+6010 chars]",2025-08-31 07:10:56+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/amazon-com-inc-amzn-shares-purchased-by-fsb-premier-wealth-management-inc/
stock market,"Wellington Shields & Co. LLC Grows Holdings in Amazon.com, Inc. $AMZN","Wellington Shields & Co. LLC increased its position in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 0.8% during the 1st quarter, according to the company in its most recent Form 13F filing with the SEC. The fund owned 27,993 shares of the e-commerce giant’s st…","Wellington Shields &amp; Co. LLC increased its position in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 0.8% during the 1st quarter, according to the company in its most recent Form 13F filing with th… [+5967 chars]",2025-08-31 07:10:55+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/wellington-shields-co-llc-grows-holdings-in-amazon-com-inc-amzn/
stock market,Buckhead Capital Management LLC Has $12.62 Million Stock Position in Apple Inc. $AAPL,"Buckhead Capital Management LLC trimmed its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.1% in the first quarter, HoldingsChannel reports. The fund owned 56,817 shares of the iPhone maker’s stock after selling 1,211 shares during the period. Apple …","Buckhead Capital Management LLC trimmed its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.1% in the first quarter, HoldingsChannel reports. The fund owned 56,817 shares of the iPhone maker’… [+5759 chars]",2025-08-31 07:10:53+00:00,ETF Daily News,https://www.etfdailynews.com/2025/08/31/buckhead-capital-management-llc-has-12-62-million-stock-position-in-apple-inc-aapl/
